"CODINST";"NOMBREINSTITUCION";"CODIGOMUNICIPIO";"NOMBREMUNICIPIO";"DEPARTAMENTO";"CALENDARIO";"NATURALEZA";"JORNADA";"PROMEDIOMATEMATICA";"PROMEDIOQUIMICA";"PROMEDIOFISICA";"PROMEDIOBIOLOGIA";"PROMEDIOFILOSOFIA";"PROMEDIOINGLES";"PROMEDIOLENGUAJE";"PROMEDIOSOCIALES";"DESVIACIONMATEMATICA";"DESVIACIONQUIMICA";"DESVIACIONFISICA";"DESVIACIONBIOLOGIA";"DESVIACIONFILOSOFIA";"DESVIACIONINGLES";"DESVIACIONLENGUAJE";"DESVIACIONSOCIALES";"EVALUADOS";"PERIODO"
77172;"INSTITUCION EDUCATIVA INDUSTRIAL MARIA AUXILIADORA";27205;"CONDOTO";"CHOCO";"A";"OFICIAL";"MAÑANA";44,33;43,9;42,9;44,23;41,33;39,97;45,1;43,63;7,16;3,86;4,51;5,41;7,23;6,07;6,36;9,31;30;20122
77180;"INSTITUTO SAN FERNANDO FERRINI";44001;"RIOHACHA";"LA GUAJIRA";"F";"NO OFICIAL";"NOCHE";39,67;40,38;40,15;40,21;34,15;37,15;41,56;38,74;10,18;5,19;8,12;6,55;8,2;5,64;5,79;7,62;123;20122
77198;"COLEGIO DEPARTAMENTAL DE BACHILLERATO ACADEMICO MANUEL ROSADO IGUARAN";44430;"MAICAO";"LA GUAJIRA";"A";"OFICIAL";"MAÑANA";42,02;43,44;43,27;42,6;39;39,27;43,83;42,33;9,29;5,72;7,07;6,26;7,1;6,6;6,85;8,23;48;20122
77206;"INSTITUCION EDUCATIVA ROIG Y VILLALBA";44279;"FONSECA";"LA GUAJIRA";"A";"OFICIAL";"NOCHE";35,21;40,88;40,19;36,6;33,1;34,27;37,77;33,54;12,43;3,45;5,36;7,69;9,64;7,81;9,94;10,54;48;20122
77214;"COLEGIO DE BACHILLERATO SANTA CATALINA DE SIENA";44430;"MAICAO";"LA GUAJIRA";"A";"OFICIAL";"NOCHE";41;41,81;41,01;40,36;36,75;38,14;43,2;39,53;11,13;4,03;6,37;5,77;8,14;7,74;7,24;7,93;100;20122
77271;"CENTRO EDUCATIVO PIVIJAY";47551;"PIVIJAY";"MAGDALENA";"F";"NO OFICIAL";"MAÑANA";41,8;40,87;39,73;38,33;35,93;37,93;38,87;35,8;6,48;3,18;9,02;5,47;6,81;4,22;7,49;4,9;15;20122
77289;"CENTRO EDUCATIVO DISTRITAL LAURA VICUÑA";47001;"SANTA MARTA";"MAGDALENA";"A";"OFICIAL";"TARDE";44,57;46,87;43,39;46,31;39,79;41,87;46,16;46,06;9,08;5,41;6,52;7,14;7,42;7,44;5,72;8,08;135;20122
77297;"COLEGIO COMUNAL AGROPECUARIO DE EDUCACION BASICA";47245;"EL BANCO";"MAGDALENA";"A";"OFICIAL";"MAÑANA";40,22;41,67;40,44;38,56;36,04;37,49;40,51;37,31;7,82;4,54;6,82;7,44;8,38;4,87;5,33;7,61;45;20122
77305;"INSTITUTO MARIA MONTESSORI";47189;"CIENAGA";"MAGDALENA";"A";"NO OFICIAL";"MAÑANA";43,72;44,17;42,31;45,55;39,93;41,24;48,07;45,24;11,38;5,97;6,81;7,06;7,46;5,65;6,77;9,3;29;20122
77313;"COLEGIO ESPIRITU SANTO";47001;"SANTA MARTA";"MAGDALENA";"A";"NO OFICIAL";"MAÑANA";44,38;46,15;42,85;45,23;35,85;42,92;46,46;42,62;11,1;5,47;7,85;6,77;14,56;10,84;8,41;7,52;13;20122
77339;"INSTITUCION EDUCATIVA JESUS ESPELETA FAJARDO";47001;"SANTA MARTA";"MAGDALENA";"A";"OFICIAL";"MAÑANA";40,49;42,84;42,61;42,52;35,61;38,57;43,76;40,2;8,59;5,23;6,44;6,13;7,94;5,86;5,3;7,39;88;20122
77347;"INSTITUCION EDUCATIVA DISTRITAL ONCE DE NOVIEMBRE";47001;"SANTA MARTA";"MAGDALENA";"A";"OFICIAL";"MAÑANA";41,48;43,03;42,52;42,52;37,82;39,82;45,09;41,79;9,11;4,23;5,04;6,15;8,56;6,05;6,97;9,28;33;20122
77354;"COLEGIO DEPARTAMENTAL JUAN BAUTISTA CABALLERO MEDINA";50001;"VILLAVICENCIO";"META";"A";"OFICIAL";"MAÑANA";44,1;44,03;43,61;44,82;36,92;42,64;44,86;43,52;8,72;4,96;7,02;7,28;7,88;8,27;5,6;7,03;77;20122
77370;"COLEGIO DEPARTAMENTAL LUIS CARLOS GALAN SARMIENTO";50001;"VILLAVICENCIO";"META";"A";"OFICIAL";"MAÑANA";48,72;45,63;45,04;46,11;41,55;44,97;47,86;45,41;9,72;4,49;6,1;7,03;8,24;8,12;7,13;9,34;97;20122
77388;"COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDAÑO";50001;"VILLAVICENCIO";"META";"A";"OFICIAL";"MAÑANA";46,94;44,25;44;45,47;42,34;42,44;49,13;47,19;12,83;5,14;6,81;7,8;9,37;11,72;7,89;8,07;32;20122
77396;"INSTITUCION EDUCATIVA SIMON BOLIVAR";50001;"VILLAVICENCIO";"META";"A";"OFICIAL";"MAÑANA";42,89;44,27;40,51;44,51;40,24;41,65;46,03;44,81;8,16;4,23;5,7;5,61;8,4;5,28;5,01;6,83;37;20122
77404;"COLEGIO JOSE MARIA CORDOBA DE GUAMAL";50318;"GUAMAL";"META";"F";"OFICIAL";"NOCHE";42,67;40,42;42,17;40,83;35,04;39,46;40,63;41;10,14;4,62;6,05;7,36;7,03;4,85;7,1;8,37;24;20122
77412;"COLEGIO ALFONSO LOPEZ PUMAREJO";50001;"VILLAVICENCIO";"META";"A";"OFICIAL";"MAÑANA";47,44;46,75;45;46,34;39,22;43,03;46,16;44,03;8,91;4,81;6,06;7,24;11,33;7,35;4,94;8,73;32;20122
77420;"COLEGIO DE BACHILLERATO DEPARTAMENTAL DEL MUNICIPIO DE PUERTO CONCORDIA";50450;"PUERTO CONCORDIA";"META";"A";"OFICIAL";"MAÑANA";41,74;43,2;42,55;41,92;36;39,71;42,14;40,63;8,88;4,68;7,87;5,52;8,1;4,28;5,77;6,63;76;20122
77446;"INSTITUCION EDUCATIVA RAFAEL URIBE URIBE";50370;"LA URIBE";"META";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,97;44,44;41,59;45,76;39,76;38,65;44,85;45,56;8,88;4,89;6,39;6,17;6,79;5,85;5,44;7,03;34;20122
77453;"INSTITUTO ADVENTISTA DE CUCUTA";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"TARDE";48,2;46,52;45,13;47,63;41,28;43,39;48,63;47,19;9,51;5,2;6,21;7,54;7,93;6,9;6,77;8,83;54;20122
77503;"COLEGIO BOLIVARIANO DEL NORTE";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";42,92;43,54;41,15;42,77;34,54;40,54;39,54;40;10,52;4,86;9,22;6,91;8,49;7,71;5,8;7,13;13;20122
77511;"COLEGIO CARMELITANO DE ORIENTE";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";49;46,86;46,57;49,43;40,21;45,29;48,07;49,5;10,6;5,84;8,56;8,97;11,06;6,7;6,56;8,64;14;20122
77537;"INSTITUCION EDUCATIVA  SAN JUAN BOSCO";54051;"ARBOLEDAS";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,66;46,68;44;44,92;40,14;40,94;45,29;45,52;9,69;5,65;6,81;6,49;9,16;6,26;6,44;7,25;65;20122
77545;"COLEGIO MIXTO SANTISIMA TRINIDAD";54874;"VILLA DEL ROSARIO";"NORTE SANTANDER";"A";"NO OFICIAL";"TARDE";47,05;45,25;44,4;46,2;42,4;48,15;48,45;43,05;11,3;5,2;6,53;8,04;8;13,89;6,46;7,42;20;20122
77602;"INSTITUCION EDUCATIVA GIMNASIO LOS ALMENDROS";54874;"VILLA DEL ROSARIO";"NORTE SANTANDER";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";66,04;57,15;56,19;56,63;48,15;66,93;55,74;55,85;14,92;5,06;10,15;8,42;6,33;12,93;5,35;7,64;27;20122
77636;"COLEGIO MUNICIPAL DE BARRIO AEROPUERTO";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";46,6;46,67;45,29;47,41;45,69;42,11;46,34;46,31;9,86;6,17;6,58;6,59;7,52;7,48;6,04;8,32;85;20122
77644;"COLEGIO MUNICIPAL INTEGRADO GILBERTO CLARO LOZANO";54398;"LA PLAYA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,86;41;43,71;38,79;37,86;38,14;42,14;40,71;9,15;5,17;5,9;6,53;7,32;8,71;4,17;4,92;14;20122
77677;"CENTRO EDUCATIVO BACHILLERATO EN BIENESTAR RURAL";66045;"APIA";"RISARALDA";"F";"OFICIAL";"MAÑANA";41,21;41,37;41,25;40,97;36,59;37,81;42,73;40,63;8,9;5,36;6,99;6,84;7,63;5,92;5,75;7,58;293;20122
77685;"COLEGIO MANUEL ELKIN PATARROYO";66170;"DOS QUEBRADAS";"RISARALDA";"A";"OFICIAL";"MAÑANA";46,61;46,23;43,8;45,33;39,7;44,07;46,73;44,93;9,11;5,06;6,55;5,99;8,57;6,63;6,44;7,7;92;20122
77727;"COLEGIO MUNDO NUEVO";66001;"PEREIRA";"RISARALDA";"A";"OFICIAL";"MAÑANA";44,91;46;46,91;46,73;39,55;49,27;46,36;45,45;13,31;4,2;7,31;9,59;7,85;6,92;4,65;7,39;11;20122
77735;"COLEGIO CARLOS CASTRO SAAVEDRA";66001;"PEREIRA";"RISARALDA";"A";"OFICIAL";"TARDE";42,71;42,56;42,48;42,4;38,65;43,96;45,1;43,67;7,81;5,73;6,64;6,27;7,45;7,88;5,96;6,29;52;20122
77743;"COLEGIO COLOMBO BRITANICO";66170;"DOS QUEBRADAS";"RISARALDA";"A";"NO OFICIAL";"MAÑANA";49;46,94;46;46,89;39,33;42,78;48,89;48,17;9,39;3,83;5,31;8,72;5,38;8,68;6,25;10,61;18;20122
77750;"LICEO COMERCIAL MANUELA BELTRAN";66001;"PEREIRA";"RISARALDA";"A";"NO OFICIAL";"MAÑANA";38,87;42,52;43,39;42,09;33,87;41,43;42,57;37,35;12,3;4,28;5,55;5,27;7,24;8,31;5,15;8,71;23;20122
77776;"FUNDACION LICEO INGLES";66001;"PEREIRA";"RISARALDA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";61,77;55,33;63,07;53,7;52,33;84,93;59,77;55;6,88;4,61;9,55;7,09;7,28;8,51;5,01;4,82;30;20121
77784;"COLEGIO DEPARTAMENTAL ISIDRO CABALLERO DELGADO";68276;"FLORIDABLANCA";"SANTANDER";"A";"OFICIAL";"MAÑANA";48,24;47,21;43,7;46,64;43,55;42,98;47,45;46,89;10,18;5,04;7,36;7,4;6,13;5,11;5,65;7,37;66;20122
77792;"COLEGIO DEPARTAMENTAL ISIDRO CABALLERO DELGADO";68276;"FLORIDABLANCA";"SANTANDER";"A";"OFICIAL";"TARDE";48,63;49,67;44,15;46;42,85;42,52;47,48;48,37;8,26;7,01;7,25;7,46;5,69;4,73;6,45;7,5;27;20122
77800;"INSTITUCION EDUCATIVA ANDRES PAEZ DE SOTOMAYOR";68001;"BUCARAMANGA";"SANTANDER";"A";"OFICIAL";"TARDE";48,77;48,48;49,43;46,82;41,32;45,86;48,77;47,39;10,76;6,11;7,37;9,4;8;6,25;6,18;8,2;44;20122
77826;"COLEGIO VICTOR FELIX GOMEZ NOVA";68547;"PIEDECUESTA";"SANTANDER";"A";"OFICIAL";"NOCHE";42,08;41,32;41,51;40,72;35,72;35,83;41,75;38,03;7,5;4,85;6,05;6,18;7,77;7,62;7,93;10,25;104;20122
77834;"CENTRO EDUCATIVO CAJASAN";68001;"BUCARAMANGA";"SANTANDER";"F";"NO OFICIAL";"NOCHE";56;43;50;46;40;43;50;50;0;0;0;0;0;0;0;0;1;20122
77834;"CENTRO EDUCATIVO CAJASAN";68001;"BUCARAMANGA";"SANTANDER";"F";"NO OFICIAL";"NOCHE";44,4;40,2;38;44,2;39;45,8;51,2;46,6;12,16;8,84;11,11;8,58;7,87;13,18;12,36;5,32;5;20121
77842;"COLEGIO TECNICO MICROEMPRESARIAL EL CARMEN";68276;"FLORIDABLANCA";"SANTANDER";"A";"OFICIAL";"TARDE";50,8;47,45;46,8;47,15;41,47;44,6;48,09;47,01;11,18;5,59;7,52;6,97;8,34;7,88;6,67;8,22;110;20122
77859;"COLEGIO DE BACHILLERATO COMERCIAL ALFONSO ARANGO TORO";73411;"LIBANO";"TOLIMA";"A";"OFICIAL";"TARDE";42,61;44,06;41,17;43,78;42,33;37,28;46,78;45,89;11,66;3,37;4,87;8,46;6,9;8,43;4,21;6,63;18;20122
77891;"INSTITUTO DOCENTE MINUTO DE DIOS FE Y ALEGRIA";73408;"LERIDA";"TOLIMA";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,84;43,84;42,29;42,35;38,48;38,06;43,74;43,45;7,72;4,85;8,41;7,61;7,18;5,09;5,32;7,24;31;20122
77909;"INSTITUTO DOCENTE FE Y ALEGRIA";73055;"ARMERO (GUAYABAL)";"TOLIMA";"A";"OFICIAL";"COMPLETA U ORDINARIA";39,82;43,41;42,56;42,28;36,28;37,87;43,15;37,72;10,23;4,17;7,54;7,31;8,47;8,67;5,41;5,8;39;20122
77925;"INSTITUCION EDUCATIVA TECNICA LA CEIBA";73624;"ROVIRA";"TOLIMA";"A";"OFICIAL";"MAÑANA";43,63;45,07;42,47;42,33;40,63;41,87;45,1;42,3;7;5,22;5,32;5,4;8,5;7,98;5,34;7,75;30;20122
77974;"INSTITUTO TECNICO EN SISTEMAS SANTA ROSA DE LIMA";73449;"MELGAR";"TOLIMA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";46,3;45,7;43,43;45,24;38,19;47,7;47,19;44,38;8,33;4,85;6,34;7,75;7,86;9,03;6,66;5,37;37;20122
78006;"COLEGIO DEPARTAMENTAL DE BACHILLERATO DE ZAPATA";70429;"MAJAGUAL";"SUCRE";"A";"OFICIAL";"MAÑANA";40,67;40,17;41,11;40,39;33,11;39;40,11;39,67;8,17;5,11;6;5,55;10,68;5,41;6,05;6,82;18;20122
78014;"LICEO JORGE TADEO LOZANO";70001;"SINCELEJO";"SUCRE";"A";"NO OFICIAL";"TARDE";40,13;39,25;43,75;42,38;38,13;37,75;42,13;37;7,72;5,34;5,99;9,32;4,42;4,17;7,53;4,44;8;20122
78022;"INSTITUTO FORMAL PARA ADULTOS SAN FERNANDO FERRINI";70001;"SINCELEJO";"SUCRE";"F";"NO OFICIAL";"MAÑANA";38,8;40,88;40,64;39,47;34,8;34,37;40,84;37,46;10,27;4,56;6,82;6,46;8,62;7,25;5,3;8,94;118;20122
78030;"ESCUELA NORMAL SUPERIOR DE LA MOJANA";70429;"MAJAGUAL";"SUCRE";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,99;43,63;42,48;42,51;39,57;38,9;44,41;41,84;8,98;4,52;6,48;6,99;7,22;6,22;5,98;8,65;90;20122
78048;"COLEGIO DEPARTAMENTAL DE BACHILLERATO GABRIEL TABOADA SANTO DOMINGO";70508;"OVEJAS";"SUCRE";"A";"OFICIAL";"TARDE";38;42,67;41,56;40,67;36,89;39,5;43;39,83;12,57;3,18;6,96;8,62;9,5;6,53;8,46;7,49;18;20122
78071;"COLEGIO ANTONIA SANTOS EL RANCHO";88001;"SAN ANDRES";"SAN ANDRES";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,42;43,61;43,35;41,52;35;54,48;43,81;41,39;10,33;4,59;5,9;7,27;10,28;8,91;6,9;6,26;31;20122
78089;"COLEGIO TECNICO COMERCIAL JOSE EUSTASIO RIVERA";81736;"SARAVENA";"ARAUCA";"A";"OFICIAL";"COMPLETA U ORDINARIA";49,35;47,46;45,71;46,37;38,32;46,17;45,4;45,16;11,36;6,06;7,6;7,88;9,05;6,94;6,06;8,79;99;20122
78097;"COLEGIO JOSE MARIA CARBONELL";81065;"ARAUQUITA";"ARAUCA";"A";"OFICIAL";"NOCHE";39,78;42,78;42,11;44,28;38,33;39,72;43,56;40;7,95;5,23;7,05;6,63;6,47;5,27;6,13;9,36;18;20122
78139;"INSTITUTO DOCENTE AGROPECUARIO PARMENIO BONILLA PAREDES";81794;"TAME";"ARAUCA";"A";"OFICIAL";"MAÑANA";48,14;44,64;44,64;47,07;43,5;38,21;45;45,57;10,46;5,75;4,83;7,12;6,62;4,37;5,25;5,92;14;20122
78147;"COLEGIO RAFAEL GARCIA HERREROS";85430;"TRINIDAD";"CASANARE";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,43;43,86;42,29;44;34,71;43,14;43,5;42,14;7,27;3,82;3,63;7,44;9,66;6,53;6,42;8,57;14;20122
78162;"COLEGIO FERNANDO RODRIGUEZ";85279;"RECETOR";"CASANARE";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,05;42,82;40,55;42,73;41,23;40,55;42,86;44,32;9,51;3,85;11,1;5,63;9,58;5,54;6,35;6,79;22;20122
78170;"INSTITUTO TECNICO AGROPECUARIO ANTONIO NARIÑO";85315;"SACAMA";"CASANARE";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,86;46,62;43,71;46,14;41,86;41,86;47,29;47,05;13,29;4,67;6,89;6,73;10,8;6,97;6,3;6,9;21;20122
78188;"COLEGIO JESUS BERNAL PINZON";85139;"MANI";"CASANARE";"A";"OFICIAL";"NOCHE";36,59;42,38;43,06;42,56;37,21;37,91;42,68;41,44;10,45;4,18;6,26;6,68;8,73;6,19;6,6;6,83;34;20122
78204;"BACHILLERATO SEMIPRESENCIAL Y A DISTANCIA";15646;"SAMACA";"BOYACA";"F";"OFICIAL";"NOCHE";44,92;46,46;42,46;44;34,46;39,54;43,15;41,77;7,75;5,25;6,31;7,18;9,76;5,92;5,7;7,11;13;20122
78238;"CENTRO BACHILLERATO SEMIPRESENCIAL CEDEBOY";15183;"CHITA";"BOYACA";"F";"OFICIAL";"NOCHE";37,33;38,33;39,67;40;27,67;32,33;36;35,33;10,79;4,73;6,11;3,61;7,77;3,51;2;6,43;3;20122
78246;"INSTITUCION EDUCATIVA AGROPECUARIO SANTA BARBARA";15204;"COMBITA";"BOYACA";"A";"OFICIAL";"MAÑANA";41,14;43,48;42,29;43,43;37,86;44,38;43,48;42,38;9,81;3,84;6,86;4,68;10,33;4,2;5,43;6,49;21;20122
78253;"COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES";15759;"SOGAMOSO";"BOYACA";"A";"NO OFICIAL";"MAÑANA";51,81;51;47,31;51,13;45,31;49,13;51,19;51,5;8,7;7,88;6,44;6,22;7,97;9,99;4,79;7,84;16;20122
78279;"COLEGIO DEPARTAMENTAL DE BACHILLERATO MIXTO DE PASO NUEVO";23675;"SAN BERNARDO DEL VIENTO";"CORDOBA";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,73;44,88;44,7;42,68;39,28;38,08;44,03;43,15;6,98;4,29;6,15;6,22;7,98;5,56;5,3;6,87;40;20122
78295;"COLEGIO MUNICIPAL ARCENIO GUTIERREZ BARBOSA";20787;"TAMALAMEQUE";"CESAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";39,16;42,22;42,81;41,51;36,59;37,57;43,76;43,43;7,83;5,18;7,29;7,12;7,58;5,34;5,03;7,03;37;20122
78303;"INSTITUCION EDUCATIVA COLEGIO CONDE SAN GERMAN";54385;"LA ESPERANZA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,53;47,87;47,13;47,27;39,4;42,93;47,53;42,87;11,48;5,4;7,05;7,7;6,59;6,32;5,37;7,95;15;20122
78311;"COLEGIO DEPARTAMENTAL AGROPECUARIO LA FORTUNA";68081;"BARRANCABERMEJA";"SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,04;45,25;41,29;44,63;41,42;40,71;46,08;44,04;9,12;6,25;4,92;7,22;9,21;5;5,24;7,29;24;20122
78329;"COLEGIO COMFENALCO QUINDIO";63001;"ARMENIA";"QUINDIO";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";49,46;49,27;47,21;50,48;41,62;52,33;52,67;49,71;10,75;6,06;7,54;7,64;8,97;13,62;6,08;7,77;52;20122
78337;"COLEGIO MIGUEL DE CERVANTES SAAVEDRA";73001;"IBAGUE";"TOLIMA";"A";"OFICIAL";"NOCHE";44,53;41,93;43,07;42,8;39,33;41,67;46;43;8,34;5,73;4,1;6,78;6,47;6,76;4,97;6,46;15;20122
78345;"INSTITUCION EDUCATIVA AGROPECUARIA LUS ANTONIO MONTERO";52560;"POTOSI";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,38;47,27;45;48,12;38,73;39,12;47,96;45,81;8,23;6,4;6,82;6,45;9,08;7,84;5,98;6,23;26;20122
78352;"INSTITUTO AGRICOLA CARLOS MAURO HOYOS";95015;"CALAMAR";"GUAVIARE";"A";"OFICIAL";"MAÑANA";44,38;44,5;42,74;45,24;40,29;40,29;43,69;42,07;9,81;4,52;6,75;6,31;8,63;6,53;6,23;6,46;42;20122
78360;"COLEGIO MANUEL QUINTIN LAME";94001;"INIRIDA";"GUAINIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";38,94;42;43,35;42,03;37,47;41,41;42,24;41,79;8,01;4,36;6,59;4,88;6,81;4,92;3,7;7,51;34;20122
78378;"INSTITUCION EDUCATIVA 27 DE OCTUBRE DE ANIMAS ALTAS";13744;"SIMITI";"BOLIVAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,38;44,33;41,88;41,92;39,04;37,29;42,46;42,29;8,59;4,21;7,02;5,69;8,11;5,11;6,83;5,68;24;20122
78386;"INSTITUCION EDUCATIVA LUIS CARLOS LOPEZ";13001;"CARTAGENA";"BOLIVAR";"A";"OFICIAL";"TARDE";43,37;45,54;43,61;43,85;39,54;43,48;44,09;41,91;9,14;5,66;6,75;7,81;7,87;6,78;5,8;7,62;110;20122
78394;"COLEGIO DEPARTAMENTAL JOSE ANTONIO GALAN";13140;"CALAMAR";"BOLIVAR";"A";"OFICIAL";"MAÑANA";40,08;43,46;42;40,27;37,73;38;41,56;38,21;8,01;4,71;5,83;6,37;6,89;6,58;4,36;6,49;48;20122
78402;"COLEGIO ROMERAL";5318;"GUARNE";"ANTIOQUIA";"A";"OFICIAL";"TARDE";46,11;45,14;43,73;43,48;39,41;42,76;47,14;44,37;7,45;5,02;7,06;5,67;9,01;5,15;5,99;8,11;63;20122
78410;"CONCENTRACION DE DESARROLLO RURAL EL AGUILA";76243;"EL AGUILA";"VALLE";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,11;44,11;42,07;40,75;36,39;40,11;42,93;44,21;7,84;5,42;6,9;7,13;8,35;10,4;7,19;9,83;28;20122
78436;"COLEGIO DE BACHILLERATO SAN LUIS BELTRAN";8436;"MANATI";"ATLANTICO";"A";"OFICIAL";"TARDE";38,89;41,14;39,82;37,61;32,8;36,34;39,3;34,05;8,41;3,49;5,7;6,45;8,74;5,86;4,22;10,84;44;20122
78477;"LICEO EFE GOMEZ";5858;"VEGACHI";"ANTIOQUIA";"A";"OFICIAL";"NOCHE";37,98;40,95;39,93;40,5;37,29;36,36;42,1;38,4;9,94;3,58;6,03;6,11;8,61;6,83;7,24;6,88;42;20122
78493;"COLEGIO DEPARTAMENTAL ROBERTO BOTERO MORALES";13062;"ARROYOHONDO";"BOLIVAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";37,61;42,99;41,01;40,52;35,23;37,07;40,96;39,01;11,09;4,34;7,49;5,41;8,68;5,37;5,79;7,52;69;20122
78501;"INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN DE BARBOSA";13430;"MAGANGUE";"BOLIVAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,02;42,95;42,27;39,8;35,56;39,68;42,71;41,02;8,78;4,04;7,49;7,14;8,85;5,15;5,71;6,94;41;20122
78519;"COLEGIO NUESTRA SEÑORA DEL CARMEN";20517;"PAILITAS";"CESAR";"A";"OFICIAL";"MAÑANA";44,07;45,39;43,17;44,94;39,57;39,65;44,21;43,48;8,93;5,11;6,05;7,24;7,1;6,19;6,07;7,52;103;20122
78527;"INSTITUCION EDUCATIVA  LA RIBERA";23001;"MONTERIA";"CORDOBA";"A";"OFICIAL";"COMPLETA U ORDINARIA";43,99;44,73;43,78;44,62;40,68;40,79;45,1;43,52;10,16;5,61;6,33;6,35;8,35;6,53;7,16;7,25;117;20122
78543;"COLEGIO EMPRESARIAL DE LOS ANDES";41001;"NEIVA";"HUILA";"F";"NO OFICIAL";"NOCHE";50,29;46,76;46,19;48,24;44,48;45,9;51,57;48,76;7,75;6,06;7,61;6,2;8,52;7,98;5,5;7,45;21;20122
78550;"INSTITUTO TECNICO AGRICOLA JULIO MEJIA VELEZ";27025;"ALTO BAUDO (PIE DE PATO)";"CHOCO";"A";"OFICIAL";"COMPLETA U ORDINARIA";38,57;39,17;41,61;33,43;35,52;35,39;40,3;34,26;8,5;3,37;5,7;5,94;9,69;6,81;4,84;5,82;23;20122
78592;"FUNDACION INSTITUTO A DISTANCIA EDUARDO CABALLERO CALDERON";63001;"ARMENIA";"QUINDIO";"F";"NO OFICIAL";"MAÑANA";40,29;41,13;41,73;42,41;37,58;38,44;42,19;39,73;8,89;4,21;6,58;6,52;9,08;7,54;6,5;8,71;108;20122
78600;"INSTITUCION EDUCATIVA HERIBERTO GARCIA GARRIDO";70823;"TOLUVIEJO";"SUCRE";"A";"OFICIAL";"TARDE";43,16;44,44;43,47;40,98;37,67;41,09;43,38;40,78;9,86;5,97;5,97;6,17;7,55;6,01;6,28;6,38;45;20122
78642;"INSTITUCION EDUCATIVA COMERCIAL CIUDAD DE CALI";76001;"CALI";"VALLE";"A";"OFICIAL";"TARDE";42,26;44,46;43,56;43,89;38,23;43,47;45,16;41,72;9,44;5,53;7,5;7,03;8,29;7,19;5,9;7,26;57;20122
78667;"COLEGIO TECNICO INDUSTRIAL 20 DE JULIO";76001;"CALI";"VALLE";"A";"OFICIAL";"MAÑANA";44,75;47,15;44,48;44,86;40,75;44,1;48,08;44,52;9,97;6,22;7,2;8,13;8,06;9,54;6,34;7,62;71;20122
78683;"COLEGIO TECNICO COMERCIAL SAN MARCOS DE LEON";76001;"CALI";"VALLE";"A";"NO OFICIAL";"MAÑANA";40,98;42,24;42,05;42,15;38,76;36,73;43,12;41,24;9,28;4,29;6,17;6,75;8,27;5,44;5,6;10,78;41;20122
78717;"INSTITUCION EDUCATIVA GENERAL SANTANDER";76364;"JAMUNDI";"VALLE";"A";"OFICIAL";"COMPLETA U ORDINARIA";39,46;44,62;40,81;44,46;37,88;39,35;42,85;43,12;10,96;3,99;6,85;5,43;8,8;5,26;6,85;7,92;26;20122
78725;"CENTRO EDUCATIVO FE Y ALEGRIA LA PEDREGOSA";76001;"CALI";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";43,06;42,34;44,16;45,06;39,88;39,81;45,38;43,69;7,85;5,79;4,97;5;7,06;5,52;6,37;7,59;32;20122
78733;"CENTRO EDUCATIVO ETIEVAN COLEGIO ENCUENTROS";76001;"CALI";"VALLE";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";56,92;51,52;54,6;52,44;46,52;73,88;55,48;53,72;13,73;8,75;11,41;12,13;14,84;17,05;9,02;9,91;25;20121
